id,order_num,user_id,created_at,updated_at
21795,1,4280,06/12/2015 09:57:43,06/23/2015 17:31:36
11793,1,1628,06/22/2015 15:35:40,07/07/2015 07:20:32
37088,4,6339,07/07/2015 00:23:01,07/07/2015 09:11:16
36752,5,2717,07/08/2015 21:25:48,07/23/2015 20:46:05
17848,1,4217,12/30/2014 23:39:59,01/10/2015 17:21:57
3252,6,926,07/09/2015 00:38:37,07/17/2015 17:11:28
19356,1,9910,03/15/2015 02:35:15,03/19/2015 03:47:28
12009,4,5501,07/09/2015 00:24:52,07/15/2015 03:33:27
21734,2,4620,04/05/2015 05:11:13,04/13/2015 05:19:16
2978,4,9970,05/28/2015 16:48:13,06/01/2015 14:38:26
35449,3,4811,07/01/2015 04:15:56,07/09/2015 07:51:13
35623,6,8892,07/01/2015 04:46:51,07/10/2015 20:25:45
25022,1,7167,05/19/2015 22:07:44,05/25/2015 09:11:15
20096,1,6258,06/02/2015 10:23:32,06/11/2015 23:30:14
3283,3,4696,06/29/2015 03:26:08,07/11/2015 18:07:00
35016,3,4418,07/06/2015 15:44:41,07/11/2015 20:11:41
38007,3,3405,06/13/2015 14:02:22,06/14/2015 19:24:50
25614,3,2028,07/03/2015 17:27:57,07/03/2015 18:53:35
9197,3,1258,07/09/2015 00:45:42,07/19/2015 08:32:27
1411,4,5910,07/08/2015 20:00:23,07/16/2015 03:39:41
32046,2,3062,06/02/2015 20:06:38,06/05/2015 21:41:23
28271,2,9815,06/09/2015 12:55:53,06/23/2015 12:48:09
22403,2,3924,06/01/2015 04:24:20,06/10/2015 09:17:27
21350,5,4389,06/15/2015 02:54:30,06/24/2015 20:14:24
35301,2,1780,06/25/2015 19:24:37,07/05/2015 07:35:51
15279,4,1048,06/29/2015 04:24:24,07/10/2015 23:29:49
20204,2,6235,06/27/2015 17:24:00,07/09/2015 17:16:00
13283,2,8238,07/08/2015 17:41:03,07/14/2015 18:29:03
38780,4,9289,06/17/2015 09:18:30,06/26/2015 11:52:25
6263,2,3747,07/05/2015 02:04:38,07/07/2015 18:16:47
4089,1,3600,05/30/2015 11:29:47,06/13/2015 08:28:45
33351,3,8988,06/28/2015 00:08:22,07/03/2015 18:50:01
37562,4,4548,07/08/2015 02:53:29,07/18/2015 05:54:30
29709,2,3202,06/19/2015 09:34:42,06/21/2015 01:37:16
15537,2,9345,06/26/2015 04:05:19,07/02/2015 18:31:40
13490,2,7325,07/02/2015 13:26:28,07/03/2015 15:29:20
13411,9,7721,07/09/2015 00:50:17,07/21/2015 13:33:56
13488,1,6229,06/25/2015 05:21:28,07/10/2015 00:03:28
31068,3,3955,05/21/2015 01:26:43,06/03/2015 23:34:40
32895,6,6922,07/08/2015 22:10:28,07/12/2015 00:18:43
11577,2,7525,07/07/2015 08:22:26,07/09/2015 01:39:08
18706,7,6041,07/08/2015 23:01:57,07/18/2015 06:19:03
7156,2,4186,06/12/2015 04:32:17,06/25/2015 14:41:55
27593,1,5965,05/07/2015 01:47:48,05/22/2015 01:46:35
1462,1,7517,07/06/2015 15:37:54,07/11/2015 10:29:28
26753,8,8297,07/09/2015 00:50:38,07/09/2015 01:49:23
13550,3,841,06/23/2015 17:31:56,07/04/2015 09:42:47
5806,1,4071,06/08/2015 23:54:45,06/21/2015 19:10:33
35812,1,1614,02/23/2015 22:54:01,02/25/2015 19:02:24
35800,1,2317,04/13/2015 20:49:42,04/22/2015 18:06:48
10509,4,5873,06/18/2015 14:46:12,06/27/2015 17:48:37
21607,5,6780,07/08/2015 21:15:07,07/17/2015 04:34:36
2,5,4696,07/08/2015 20:16:23,07/13/2015 11:45:02
33164,1,9177,07/01/2015 21:04:59,07/07/2015 09:25:03
24315,3,34,07/03/2015 11:54:14,07/17/2015 16:53:47
24316,2,1280,04/19/2015 11:57:00,04/21/2015 18:28:46
33113,1,4331,06/21/2015 19:34:09,07/02/2015 08:51:25
1456,6,8801,07/04/2015 21:45:21,07/14/2015 15:27:48
1174,2,4974,06/29/2015 15:45:03,07/11/2015 19:06:32
29058,1,6328,05/26/2015 15:47:56,05/28/2015 08:36:13
30592,1,410,04/09/2015 22:32:52,04/20/2015 13:34:11
9543,2,1032,05/14/2015 14:03:19,05/16/2015 01:08:53
898,1,4850,04/05/2015 14:40:26,04/12/2015 08:08:32
12176,4,2925,07/05/2015 10:46:50,07/06/2015 10:14:03
28980,1,2329,05/24/2015 07:08:27,05/28/2015 18:22:57
25561,1,3407,06/09/2015 03:42:34,06/09/2015 06:44:19
10381,4,7311,06/18/2015 21:18:39,06/19/2015 11:35:28
6026,3,1999,05/15/2015 08:33:38,05/21/2015 07:13:37
7965,3,2288,06/17/2015 08:44:12,06/28/2015 00:52:07
468,1,8516,06/30/2015 22:12:57,07/11/2015 12:00:57
33897,4,7887,05/28/2015 13:15:14,05/28/2015 15:34:06
9828,2,7915,05/18/2015 12:44:36,06/01/2015 15:32:38
11589,4,4583,07/05/2015 14:56:46,07/09/2015 01:30:01
37499,4,6493,07/08/2015 08:51:13,07/14/2015 18:36:59
23535,1,3672,05/01/2015 03:24:09,05/05/2015 16:55:32
29865,8,2055,07/08/2015 23:48:48,07/16/2015 07:51:55
28809,1,5589,06/14/2015 23:31:31,06/27/2015 23:30:01
7590,1,4622,06/04/2015 11:16:33,06/08/2015 05:01:21
17921,1,3202,01/28/2015 10:19:34,02/11/2015 12:23:09
35768,2,5535,04/10/2015 11:02:49,04/15/2015 03:58:19
5052,1,384,05/18/2015 12:47:22,05/23/2015 20:24:48
948,2,267,06/28/2015 20:01:54,07/13/2015 13:59:39
30552,1,2824,04/21/2015 05:23:16,04/28/2015 15:32:59
7302,1,8115,06/07/2015 12:11:44,06/10/2015 15:31:38
26929,2,6845,07/05/2015 06:37:13,07/11/2015 23:32:45
23735,4,9828,06/15/2015 05:41:27,06/16/2015 06:46:29
6859,6,8451,07/08/2015 18:11:15,07/15/2015 14:45:02
16774,4,6093,07/08/2015 01:46:27,07/22/2015 07:41:46
39185,4,4686,07/09/2015 00:26:48,07/13/2015 12:16:49
21960,3,6991,06/10/2015 05:04:52,06/21/2015 00:52:26
28102,3,8103,07/07/2015 02:09:26,07/10/2015 00:49:43
9990,2,7451,05/04/2015 18:51:50,05/05/2015 09:18:31
20449,4,1431,07/02/2015 14:53:45,07/09/2015 13:40:03
38880,5,4619,07/09/2015 00:23:20,07/16/2015 23:04:35
28290,4,92,07/06/2015 11:29:38,07/16/2015 00:07:21
21256,1,8356,03/07/2015 02:14:24,03/13/2015 15:39:02
5229,1,4910,07/05/2015 19:42:59,07/06/2015 22:01:36
34277,2,215,07/07/2015 00:46:09,07/16/2015 10:46:06
2976,3,4620,07/06/2015 02:33:39,07/13/2015 23:38:03
26350,1,325,06/20/2015 13:01:15,06/29/2015 15:27:04
34727,2,9135,05/15/2015 20:46:38,05/30/2015 02:47:01
26833,2,8915,06/28/2015 09:12:48,07/12/2015 19:49:11
4863,3,6102,06/28/2015 05:36:36,07/02/2015 18:55:07
14443,3,612,06/08/2015 19:28:22,06/11/2015 20:04:18
36525,1,2970,03/24/2015 15:11:04,04/07/2015 06:17:02
17237,2,1019,05/01/2015 15:18:44,05/02/2015 04:22:35
29698,1,942,04/23/2015 17:29:50,05/05/2015 10:25:55
18853,2,2360,05/28/2015 16:50:20,06/01/2015 22:04:03
5253,4,6944,07/06/2015 15:03:51,07/11/2015 19:06:19
39151,3,8086,07/09/2015 00:41:15,07/16/2015 10:35:56
17547,5,2295,06/23/2015 12:45:44,07/05/2015 20:01:19
12870,1,1205,05/11/2015 23:27:16,05/20/2015 03:50:06
4900,2,5934,06/21/2015 08:35:00,07/04/2015 17:16:03
5967,2,6107,06/13/2015 20:44:38,06/20/2015 12:17:16
20371,6,1440,07/03/2015 09:39:08,07/14/2015 09:41:20
9153,9,4217,07/09/2015 01:00:55,07/18/2015 06:09:46
38828,4,3405,06/30/2015 11:07:09,06/30/2015 12:51:43
19949,1,4213,11/16/2014 06:45:55,11/18/2014 11:25:13
35387,3,5766,07/08/2015 14:22:43,07/16/2015 13:49:01
23861,3,8056,07/08/2015 19:07:21,07/17/2015 11:25:31
8328,4,9314,07/08/2015 09:56:04,07/19/2015 06:30:53
20111,7,3585,07/08/2015 17:16:11,07/19/2015 03:07:38
24622,2,8569,06/23/2015 04:00:26,07/05/2015 18:28:57
35999,3,5737,07/08/2015 17:24:55,07/15/2015 16:35:34
4949,1,44,07/01/2015 16:47:41,07/02/2015 14:00:05
26997,6,273,07/08/2015 15:01:19,07/16/2015 12:54:48
13160,2,8318,07/08/2015 21:01:20,07/11/2015 11:48:32
29864,4,3506,07/04/2015 02:50:21,07/11/2015 16:56:15
4479,3,6349,07/08/2015 05:33:57,07/17/2015 07:49:17
35766,2,3189,06/25/2015 00:07:25,06/28/2015 01:19:36
34896,8,6944,07/09/2015 00:03:18,07/17/2015 01:55:10
33639,5,8915,07/08/2015 23:12:52,07/10/2015 15:07:15
1579,2,8310,07/02/2015 16:34:55,07/07/2015 10:16:01
1632,3,8956,07/08/2015 18:07:57,07/10/2015 13:36:52
33526,8,111,07/09/2015 00:16:39,07/09/2015 23:04:17
12065,2,1288,06/29/2015 17:25:35,07/13/2015 11:10:46
14910,4,6259,07/08/2015 18:54:08,07/20/2015 17:51:28
22248,1,491,05/01/2015 19:58:31,05/05/2015 02:22:30
225,2,5240,06/30/2015 22:56:04,07/01/2015 04:12:05
5790,4,1018,07/09/2015 00:32:04,07/19/2015 03:31:11
29706,1,7942,07/06/2015 23:24:45,07/18/2015 15:00:24
6821,1,108,06/13/2015 09:26:46,06/14/2015 21:13:25
9684,2,3884,05/13/2015 07:33:04,05/27/2015 00:55:31
32580,3,4438,07/03/2015 18:31:21,07/04/2015 22:22:27
25110,3,4280,07/08/2015 02:43:29,07/09/2015 03:25:11
7160,1,6836,06/29/2015 07:39:19,07/09/2015 09:08:10
17379,2,650,07/01/2015 04:21:40,07/15/2015 08:03:42
39269,5,3310,07/09/2015 00:13:52,07/17/2015 04:34:38
8534,2,2288,06/10/2015 10:13:06,06/20/2015 07:03:11
24952,2,8291,07/02/2015 21:18:35,07/11/2015 07:42:43
25156,1,8318,07/08/2015 05:38:55,07/08/2015 13:59:49
16415,1,9378,03/01/2015 05:31:41,03/02/2015 00:04:22
33998,3,6849,05/16/2015 04:38:51,05/24/2015 13:13:39
35465,6,8373,07/08/2015 12:30:48,07/18/2015 19:10:46
1004,2,4796,07/09/2015 00:11:34,07/11/2015 20:36:35
20971,1,1999,12/21/2014 23:56:25,12/31/2014 02:14:48
9347,2,912,03/23/2015 08:50:47,04/07/2015 06:05:46
24536,2,4811,05/31/2015 05:44:35,06/03/2015 21:19:43
3360,1,5873,01/04/2015 13:49:12,01/13/2015 01:48:13
1486,5,363,07/08/2015 17:08:06,07/23/2015 15:33:07
12273,1,3162,04/15/2015 18:25:52,04/21/2015 01:24:59
21251,1,8451,06/15/2015 15:21:23,06/18/2015 13:03:37
32439,4,6361,06/28/2015 07:40:15,07/05/2015 03:55:33
9457,7,3189,07/09/2015 00:53:20,07/10/2015 07:59:12
630,2,4898,06/14/2015 06:15:52,06/18/2015 20:31:57
15295,1,1448,05/02/2015 01:27:28,05/03/2015 11:24:23
14785,8,8164,07/08/2015 05:18:53,07/12/2015 10:32:26
29256,5,6447,07/09/2015 00:36:08,07/16/2015 14:20:02
28157,2,1347,06/30/2015 20:27:59,07/14/2015 06:08:20
20501,4,5125,07/08/2015 04:26:59,07/12/2015 10:55:55
14327,3,4953,07/04/2015 23:56:21,07/18/2015 10:07:05
18876,7,2717,07/08/2015 23:52:19,07/21/2015 19:06:07
20651,3,7919,06/25/2015 07:58:22,06/30/2015 04:57:10
33109,6,8740,07/05/2015 06:16:17,07/17/2015 09:25:38
23873,5,3291,07/09/2015 00:36:39,07/18/2015 23:53:32
2812,7,7820,07/08/2015 09:09:28,07/17/2015 22:12:42
24241,1,5259,07/04/2015 05:09:49,07/17/2015 11:45:02
4903,4,5508,07/01/2015 06:50:41,07/02/2015 06:13:17
20675,3,2199,07/08/2015 17:48:20,07/16/2015 19:35:54
39254,5,5910,07/08/2015 21:55:46,07/13/2015 03:05:36
35158,4,6531,07/08/2015 23:20:28,07/12/2015 15:38:49
6970,7,3281,07/09/2015 00:15:03,07/09/2015 22:04:32
19467,1,327,05/14/2015 15:24:22,05/25/2015 03:20:15
12519,3,3535,07/03/2015 15:01:35,07/18/2015 08:31:03
29085,2,2734,04/17/2015 17:00:53,04/19/2015 16:05:03
9797,1,8792,03/10/2015 13:34:22,03/12/2015 12:39:44
9866,4,1278,07/06/2015 10:29:33,07/18/2015 09:31:29
6366,1,3756,05/09/2015 16:03:04,05/12/2015 15:48:20
4232,1,6757,06/27/2015 10:06:16,07/07/2015 08:09:06
10768,1,3382,06/30/2015 18:41:26,06/30/2015 22:01:28
15777,4,4280,07/08/2015 07:27:18,07/18/2015 20:04:35
760,9,3274,07/09/2015 00:24:23,07/11/2015 18:30:57
30590,4,2329,07/06/2015 08:33:22,07/14/2015 07:50:09
10935,5,7586,07/09/2015 00:56:36,07/12/2015 22:53:59
1992,3,8356,04/21/2015 00:57:21,05/01/2015 19:22:06
11946,3,1018,07/08/2015 23:22:31,07/19/2015 10:44:19
13394,1,7737,02/23/2015 01:38:04,02/25/2015 06:14:17
212,4,4770,06/23/2015 02:31:17,06/24/2015 13:31:10
25658,6,2393,07/09/2015 00:56:49,07/10/2015 01:21:50
36177,4,9815,07/03/2015 12:18:25,07/05/2015 18:50:20
28383,3,2323,07/08/2015 22:58:48,07/15/2015 06:59:42
12872,1,6194,04/24/2015 14:13:46,05/02/2015 19:34:29
176,2,3415,06/25/2015 11:02:05,07/03/2015 00:03:41
32529,2,7165,07/08/2015 10:10:56,07/13/2015 19:59:40
14035,3,664,07/08/2015 22:37:01,07/23/2015 07:49:32
17691,2,3274,06/27/2015 18:04:23,07/01/2015 21:06:08
23473,4,9927,07/09/2015 00:51:14,07/18/2015 04:10:43
11462,2,9388,06/27/2015 13:27:52,06/29/2015 10:23:16
12881,2,8864,05/15/2015 07:19:03,05/29/2015 08:43:10
12657,5,1208,07/08/2015 18:07:58,07/10/2015 02:42:23
26081,1,9737,06/30/2015 11:20:29,07/10/2015 01:03:03
8609,3,6013,06/13/2015 20:16:10,06/26/2015 07:20:46
34654,4,9193,07/08/2015 07:34:25,07/15/2015 05:14:12
27002,4,7081,07/08/2015 03:29:52,07/19/2015 04:00:03
22858,2,8105,05/23/2015 10:18:30,05/25/2015 19:58:10
19975,5,8797,07/06/2015 02:26:26,07/10/2015 01:56:37
17124,4,3452,07/08/2015 13:34:25,07/09/2015 01:34:27
37771,4,7427,06/06/2015 17:43:23,06/14/2015 17:02:42
22776,2,2334,06/28/2015 08:38:49,07/05/2015 12:54:15
18172,2,9970,04/25/2015 09:55:46,04/28/2015 12:56:58
14688,3,6491,07/01/2015 13:14:05,07/14/2015 11:15:33
8776,4,441,07/08/2015 00:00:39,07/10/2015 02:28:20
38151,1,773,06/22/2015 13:48:37,06/27/2015 22:25:54
12668,1,7763,04/07/2015 01:52:42,04/11/2015 05:13:11
9913,2,5503,06/23/2015 03:17:50,06/26/2015 07:25:29
13374,2,6685,06/21/2015 17:12:36,06/26/2015 11:23:30
19499,3,2889,07/05/2015 10:10:52,07/07/2015 07:12:53
35207,4,6922,07/06/2015 18:20:23,07/08/2015 21:48:34
38744,5,44,07/08/2015 20:59:14,07/17/2015 04:25:51
4640,5,7364,07/07/2015 09:15:55,07/20/2015 10:37:21
27909,4,7682,07/09/2015 00:25:33,07/11/2015 19:35:53
23876,1,3911,06/30/2015 23:38:59,07/12/2015 04:27:08
17025,1,5846,07/02/2015 09:28:00,07/04/2015 17:45:26
30550,1,5929,06/30/2015 19:36:20,07/13/2015 23:15:47
30100,1,8151,07/03/2015 16:10:04,07/08/2015 14:27:36
14656,4,8891,07/08/2015 17:20:33,07/12/2015 01:20:46
3526,2,5935,06/09/2015 05:42:39,06/23/2015 08:14:39
27307,1,2873,05/08/2015 13:44:42,05/22/2015 20:28:33
6700,7,3290,07/05/2015 14:09:20,07/08/2015 20:01:57
4920,3,338,07/01/2015 11:28:10,07/12/2015 22:03:18
6474,3,8291,07/05/2015 16:34:13,07/14/2015 08:27:12
18197,3,415,06/18/2015 09:15:24,06/23/2015 09:07:01
6305,2,384,06/14/2015 15:14:28,06/23/2015 04:04:57
10735,4,9010,07/08/2015 22:59:54,07/12/2015 14:54:44
28477,6,2005,07/08/2015 22:39:39,07/10/2015 05:51:52
23573,2,6416,06/10/2015 17:36:31,06/21/2015 07:01:03
9558,6,2585,07/08/2015 10:14:52,07/21/2015 12:32:18
9450,2,5951,03/08/2015 11:27:51,03/11/2015 21:13:34
4413,3,2005,07/08/2015 19:40:43,07/19/2015 23:24:23
24202,1,323,03/17/2015 22:39:17,03/31/2015 21:54:06
5070,3,2360,07/08/2015 22:39:04,07/22/2015 17:21:36
17303,2,7586,06/30/2015 11:00:46,06/30/2015 19:11:56
30836,3,1090,07/08/2015 10:26:07,07/15/2015 20:22:47
39953,4,2501,06/24/2015 14:34:21,07/03/2015 01:12:44
15190,4,9388,07/07/2015 06:58:12,07/14/2015 18:51:30
17887,2,6137,06/19/2015 15:28:10,06/30/2015 13:24:16
3502,3,456,07/08/2015 12:14:06,07/16/2015 06:46:09
7889,1,441,06/13/2015 16:49:14,06/16/2015 08:50:06
1167,1,2889,07/03/2015 04:46:52,07/17/2015 21:02:16
12911,3,1122,06/04/2015 14:45:47,06/17/2015 18:46:18
39431,3,2399,07/08/2015 21:25:27,07/20/2015 20:29:02
11449,4,773,07/08/2015 19:02:19,07/23/2015 18:34:37
2183,2,8681,04/25/2015 03:05:43,05/02/2015 06:33:42
30892,2,5957,07/08/2015 19:58:03,07/19/2015 17:54:35
9380,3,432,07/02/2015 00:40:02,07/14/2015 05:09:35
9553,4,7589,06/12/2015 05:40:45,06/21/2015 19:22:42
11289,3,3296,05/05/2015 02:19:05,05/12/2015 22:26:02
10885,7,2761,07/08/2015 13:22:56,07/09/2015 16:31:02
4579,1,4047,05/06/2015 00:11:56,05/14/2015 09:36:19
31108,1,6343,06/01/2015 19:24:16,06/10/2015 13:36:19
18261,1,8373,05/17/2015 12:38:38,05/19/2015 06:15:03
7779,1,5881,03/31/2015 08:50:01,04/07/2015 05:20:37
271,2,1258,06/07/2015 17:09:20,06/10/2015 00:29:57
1930,3,1019,06/03/2015 17:49:34,06/12/2015 18:49:25
11693,3,6339,07/06/2015 15:13:20,07/07/2015 22:08:29
19734,4,7915,06/24/2015 09:20:41,07/06/2015 13:28:19
10587,6,4272,07/08/2015 01:22:13,07/08/2015 12:14:45
32456,7,2280,07/09/2015 00:18:16,07/22/2015 03:12:15
39974,2,6393,06/26/2015 23:23:39,07/05/2015 22:18:16
32928,2,4957,06/08/2015 21:15:44,06/17/2015 04:49:22
20709,4,8526,07/03/2015 03:37:09,07/04/2015 00:48:16
23160,8,4075,07/09/2015 00:56:57,07/17/2015 21:24:48
10340,3,4957,06/16/2015 01:14:49,06/22/2015 05:03:37
15613,1,4661,06/02/2015 15:52:08,06/09/2015 00:59:29
38689,2,3371,03/04/2015 23:04:39,03/14/2015 09:25:55
631,4,1448,06/02/2015 07:20:25,06/12/2015 12:58:48
23660,3,9922,05/26/2015 04:37:20,06/09/2015 14:57:32
302,2,4963,05/25/2015 17:50:42,06/03/2015 05:39:03
11221,1,5155,06/05/2015 02:33:14,06/09/2015 04:04:45
8098,2,4594,06/26/2015 00:02:59,07/05/2015 05:23:49
2660,3,3332,06/03/2015 19:52:23,06/10/2015 00:25:13
39288,1,4106,04/07/2015 20:16:22,04/14/2015 18:06:14
2611,1,1699,04/26/2015 00:11:39,05/08/2015 03:54:33
1611,1,2747,05/27/2015 20:03:50,06/01/2015 13:52:13
6799,4,8992,07/08/2015 22:54:40,07/18/2015 20:14:57
5467,3,8000,07/08/2015 13:20:17,07/12/2015 21:20:03
16506,3,6246,07/03/2015 10:34:57,07/05/2015 16:21:20
10440,3,3585,07/04/2015 19:30:18,07/13/2015 16:24:41
7796,4,8310,07/07/2015 21:47:15,07/20/2015 22:37:39
22108,5,963,06/28/2015 09:30:18,07/03/2015 00:21:24
25116,5,4016,06/30/2015 01:35:10,07/01/2015 22:00:37
28192,2,889,07/05/2015 19:48:53,07/19/2015 13:31:41
24912,2,6088,07/07/2015 11:16:16,07/14/2015 10:43:25
15820,2,7801,06/19/2015 05:48:49,06/29/2015 00:00:05
12097,4,4841,06/23/2015 06:13:39,06/24/2015 14:51:22
21378,6,7643,07/09/2015 01:00:20,07/19/2015 16:33:26
32441,5,1048,06/30/2015 01:34:24,07/01/2015 17:19:57
11101,6,963,07/02/2015 05:08:47,07/06/2015 04:52:40
7960,1,889,06/21/2015 08:55:34,06/26/2015 11:56:19
7165,5,7326,06/19/2015 13:28:06,06/19/2015 14:36:17
4760,7,8479,07/08/2015 21:34:44,07/17/2015 08:08:50
8648,7,1102,07/09/2015 00:08:59,07/15/2015 18:03:12
23786,1,5456,07/05/2015 22:01:27,07/09/2015 14:33:45
17550,1,6361,04/25/2015 04:42:53,04/29/2015 12:20:26
23703,2,2291,07/03/2015 23:01:07,07/16/2015 00:14:03
7397,3,7550,07/08/2015 23:44:16,07/10/2015 01:21:30
6289,1,6534,06/16/2015 06:29:46,06/27/2015 03:55:04
24766,2,5411,06/22/2015 07:01:24,07/04/2015 09:17:46
7474,6,2055,07/08/2015 21:34:50,07/13/2015 22:22:16
31196,5,2428,07/05/2015 16:57:28,07/12/2015 19:46:27
14538,3,8797,06/06/2015 05:48:31,06/17/2015 15:53:09
26525,3,2029,06/16/2015 18:15:22,06/17/2015 20:43:37
21117,1,4761,06/20/2015 20:05:41,07/01/2015 00:32:37
25534,2,2246,03/24/2015 00:45:37,04/07/2015 00:51:52
19893,6,5846,07/09/2015 00:27:52,07/12/2015 14:24:17
26540,5,2568,07/07/2015 16:33:49,07/11/2015 16:17:50
25500,2,8174,06/22/2015 14:38:29,06/23/2015 10:27:13
32082,2,2202,06/10/2015 17:36:35,06/22/2015 20:36:56
14239,2,5775,05/06/2015 02:12:06,05/20/2015 00:16:52
16477,2,4166,06/04/2015 22:36:29,06/18/2015 02:25:54
31243,3,5885,06/23/2015 14:09:18,06/30/2015 20:30:18
17184,1,3825,06/22/2015 08:31:58,06/27/2015 00:18:39
9761,7,3057,07/08/2015 21:26:39,07/17/2015 06:40:48
1955,1,3386,05/06/2015 23:41:05,05/07/2015 14:05:50
22842,2,5330,07/07/2015 13:57:07,07/08/2015 02:40:58
15422,2,1773,06/04/2015 04:13:54,06/06/2015 15:10:20
3871,4,2176,07/08/2015 18:58:23,07/17/2015 08:13:09
12456,5,6328,07/09/2015 00:57:01,07/22/2015 08:20:33
17344,1,3145,07/03/2015 18:43:29,07/17/2015 12:58:25
32875,3,6654,04/28/2015 14:57:58,04/30/2015 02:42:21
2442,2,6259,07/08/2015 18:50:54,07/21/2015 04:41:31
28514,1,4393,07/01/2015 00:46:04,07/14/2015 15:53:29
4881,1,591,06/05/2015 16:46:29,06/10/2015 02:21:33
24644,2,1091,07/04/2015 21:53:23,07/16/2015 17:39:01
32952,3,4514,07/08/2015 18:51:03,07/11/2015 03:11:50
3571,2,4441,07/06/2015 10:28:22,07/08/2015 04:09:39
31584,1,4811,05/07/2015 11:41:22,05/13/2015 07:53:35
22006,2,8423,06/06/2015 14:16:00,06/08/2015 17:42:36
13983,1,5976,07/07/2015 01:00:30,07/17/2015 11:36:37
36373,5,3313,07/08/2015 10:52:38,07/13/2015 09:05:26
7070,2,2029,04/04/2015 20:22:39,04/05/2015 07:29:30
31902,3,4761,07/01/2015 19:13:26,07/09/2015 01:53:57
21578,2,4910,07/07/2015 01:59:10,07/12/2015 15:32:23
23234,3,5713,07/05/2015 04:31:11,07/14/2015 23:01:55
12522,5,7401,07/08/2015 08:34:12,07/18/2015 02:03:40
4565,1,6623,05/08/2015 11:04:45,05/11/2015 13:39:24
3610,5,3964,07/09/2015 00:35:44,07/11/2015 12:52:19
5329,1,1091,06/04/2015 23:39:53,06/10/2015 13:53:07
11782,1,9984,03/18/2015 00:54:48,03/23/2015 12:32:28
36884,1,5775,03/13/2015 18:52:55,03/26/2015 15:39:51
35695,4,7840,07/07/2015 17:34:26,07/10/2015 20:23:22
28081,3,9281,06/15/2015 15:10:47,06/27/2015 02:44:31
27605,6,441,07/08/2015 21:52:42,07/11/2015 16:23:46
21760,7,3667,07/08/2015 04:44:31,07/21/2015 15:53:06
4230,3,9646,07/08/2015 22:50:03,07/18/2015 19:47:23
30329,5,5535,07/07/2015 08:16:01,07/14/2015 09:20:43
37598,1,7802,01/31/2015 03:03:20,02/14/2015 13:44:20
7476,1,3964,06/12/2015 03:04:15,06/14/2015 11:17:20
2186,4,8174,06/26/2015 16:39:27,07/02/2015 09:34:51
22171,4,6780,07/08/2015 21:04:24,07/21/2015 02:47:39
18803,3,4002,07/03/2015 02:05:18,07/16/2015 09:45:25
35245,6,2176,07/08/2015 23:26:27,07/12/2015 17:30:55
29451,6,4963,07/05/2015 10:47:14,07/14/2015 14:11:55
35298,7,3274,07/08/2015 18:06:08,07/23/2015 09:51:47
11214,1,7343,02/22/2015 07:21:18,03/06/2015 19:57:32
37114,1,4279,06/28/2015 18:45:47,07/12/2015 09:41:24
24170,5,2257,07/07/2015 20:09:42,07/08/2015 23:10:58
27857,5,2188,07/06/2015 11:14:16,07/06/2015 15:24:40
19286,2,4850,06/21/2015 21:59:27,06/30/2015 14:44:33
30938,2,9677,06/18/2015 08:45:46,06/19/2015 11:42:43
34140,4,4213,05/12/2015 19:06:33,05/25/2015 14:32:10
3056,10,2294,07/09/2015 01:00:16,07/17/2015 18:17:00
21941,2,3940,05/18/2015 11:25:18,05/26/2015 09:28:46
21573,3,6149,06/02/2015 23:05:22,06/10/2015 18:26:23
18764,3,1249,06/18/2015 18:11:58,07/03/2015 12:10:36
5685,4,5737,07/09/2015 00:07:41,07/21/2015 19:23:48
32628,9,2028,07/09/2015 00:57:22,07/16/2015 18:41:49
10856,2,280,07/07/2015 07:51:10,07/15/2015 21:01:29
13122,2,5155,06/19/2015 23:45:24,06/27/2015 10:55:31
17620,2,870,05/13/2015 08:42:24,05/16/2015 03:03:59
20370,7,111,07/08/2015 23:54:14,07/10/2015 21:55:01
33349,3,8298,06/10/2015 19:15:46,06/21/2015 05:22:31
5946,5,3281,07/08/2015 19:37:08,07/18/2015 16:35:37
11559,3,5400,07/08/2015 04:12:44,07/09/2015 05:00:26
39868,3,9323,07/09/2015 00:10:33,07/11/2015 11:18:54
9672,5,3506,07/05/2015 05:38:25,07/09/2015 13:23:27
9208,2,3147,07/07/2015 03:05:51,07/14/2015 01:35:25
30917,2,7930,05/23/2015 13:17:50,06/04/2015 13:26:02
17505,8,3281,07/09/2015 00:47:05,07/12/2015 00:38:09
21930,3,8496,07/01/2015 01:27:39,07/08/2015 17:19:30
14657,4,4514,07/08/2015 23:23:09,07/09/2015 20:18:40
7314,1,9130,12/25/2014 05:15:32,12/28/2014 21:30:57
20468,2,2278,05/03/2015 21:18:35,05/08/2015 14:14:46
13170,1,7333,07/06/2015 04:24:38,07/17/2015 07:17:56
16461,2,456,07/04/2015 08:38:23,07/18/2015 21:57:14
18573,1,4770,03/21/2015 07:28:32,03/25/2015 14:05:43
7589,2,611,07/07/2015 22:28:26,07/18/2015 06:11:41
17173,2,9254,06/11/2015 23:29:56,06/16/2015 13:29:08
24750,3,515,07/04/2015 06:32:27,07/17/2015 19:46:32
10409,3,3423,06/25/2015 05:53:07,07/07/2015 16:30:14
24684,3,1032,05/29/2015 08:02:00,06/04/2015 02:19:18
16140,2,2453,07/08/2015 13:50:16,07/09/2015 06:08:03
